,movie_title,duration
1741,Serving Sara ,99.0
1742,The Boss ,99.0
1743,Cry Freedom ,147.0
1744,Mumford ,112.0
1745,Seed of Chucky ,88.0
1746,The Jacket ,94.0
1747,Aladdin ,90.0
1748,Straight Outta Compton ,167.0
1749,Indiana Jones and the Temple of Doom ,118.0
1750,The Rugrats Movie ,83.0
1751,Along Came a Spider ,104.0
1752,Florence Foster Jenkins ,110.0
1753,Once Upon a Time in Mexico ,102.0
1754,Die Hard ,131.0
1755,Role Models ,101.0
1756,The Big Short ,130.0
1757,Taking Woodstock ,120.0
1758,Miracle ,135.0
1759,Dawn of the Dead ,110.0
1760,The Wedding Planner ,103.0
1761,Harlock: Space Pirate ,115.0
1762,The Royal Tenenbaums ,110.0
1763,Identity ,91.0
1764,Last Vegas ,105.0
1765,For Your Eyes Only ,127.0
1766,Serendipity ,82.0
1767,Timecop ,99.0
1768,Zoolander ,90.0
1769,Safe Haven ,115.0
1770,Hocus Pocus ,96.0
1771,No Reservations ,104.0
1772,Kick-Ass ,117.0
1773,30 Minutes or Less ,83.0
1774,Dracula 2000 ,99.0
1775,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",81.0
1776,Pride & Prejudice ,135.0
1777,Blade Runner ,117.0
1778,Rob Roy ,139.0
1779,3 Days to Kill ,123.0
1780,We Own the Night ,117.0
1781,Lost Souls ,97.0
1782,Winged Migration ,81.0
1783,Just My Luck ,103.0
1784,"Mystery, Alaska ",119.0
1785,The Spy Next Door ,94.0
1786,A Simple Wish ,89.0
1787,Ghosts of Mars ,98.0
1788,Our Brand Is Crisis ,107.0
1789,Pride and Prejudice and Zombies ,108.0
1790,Kundun ,134.0
1791,How to Lose Friends & Alienate People ,110.0
1792,Kick-Ass 2 ,103.0
1793,Captain Alatriste: The Spanish Musketeer ,145.0
1794,Brick Mansions ,100.0
1795,Octopussy ,131.0
1796,Knocked Up ,133.0
1797,My Sister's Keeper ,109.0
1798,"Welcome Home, Roscoe Jenkins ",114.0
1799,A Passage to India ,164.0
1800,Notes on a Scandal ,92.0
1801,Rendition ,122.0
1802,Limitless             ,42.0
1803,Star Trek VI: The Undiscovered Country ,110.0
1804,Divine Secrets of the Ya-Ya Sisterhood ,116.0
1805,The Jungle Book ,106.0
1806,Kiss the Girls ,115.0
1807,The Blues Brothers ,148.0
1808,The Sisterhood of the Traveling Pants 2 ,119.0
1809,Joyful Noise ,118.0
1810,About a Boy ,101.0
1811,Lake Placid ,82.0
1812,Lucky Number Slevin ,110.0
1813,The Right Stuff ,193.0
1814,Anonymous ,130.0
1815,The NeverEnding Story ,94.0
1816,Dark City ,111.0
1817,The Duchess ,110.0
1818,The Honeymooners             ,30.0
1819,Return to Oz ,109.0
1820,The Newton Boys ,123.0
1821,Case 39 ,109.0
1822,Suspect Zero ,99.0
1823,Martian Child ,106.0
1824,Spy Kids: All the Time in the World in 4D ,89.0
1825,Money Monster ,98.0
1826,Formula 51 ,93.0
1827,Flawless ,112.0
1828,Mindhunters ,101.0
1829,What Just Happened ,104.0
1830,The Statement ,120.0
1831,The Magic Flute ,135.0
1832,Paul Blart: Mall Cop ,91.0
1833,Freaky Friday ,97.0
1834,The 40-Year-Old Virgin ,133.0
1835,Shakespeare in Love ,123.0
1836,A Walk Among the Tombstones ,114.0
1837,Kindergarten Cop ,111.0
1838,Pineapple Express ,117.0
1839,Ever After: A Cinderella Story ,121.0
1840,Open Range ,139.0
1841,Flatliners ,115.0
1842,It's Always Sunny in Philadelphia             ,22.0
1843,A Bridge Too Far ,175.0
1844,Red Eye ,85.0
1845,Final Destination 2 ,90.0
1846,"O Brother, Where Art Thou? ",107.0
1847,Legion ,100.0
1848,Pain & Gain ,129.0
1849,In Good Company ,109.0
1850,Clockstoppers ,94.0
1851,Silverado ,133.0
1852,Brothers ,105.0
1853,Agent Cody Banks 2: Destination London ,100.0
1854,New Year's Eve ,113.0
1855,Original Sin ,118.0
1856,The Raven ,110.0
1857,Welcome to Mooseport ,110.0
1858,Highlander: The Final Dimension ,99.0
1859,Blood and Wine ,101.0
1860,Snow White: A Tale of Terror ,100.0
1861,The Curse of the Jade Scorpion ,103.0
1862,Accidental Love ,100.0
1863,Flipper ,95.0
1864,Self/less ,117.0
1865,The Constant Gardener ,129.0
1866,The Passion of the Christ ,120.0
1867,Mrs. Doubtfire ,125.0
1868,Rain Man ,133.0
1869,Gran Torino ,116.0
1870,W. ,129.0
1871,Taken ,93.0
1872,The Best of Me ,118.0
1873,The Bodyguard ,129.0
1874,Schindler's List ,185.0
1875,The Help ,146.0
1876,The Fifth Estate ,128.0
1877,Scooby-Doo 2: Monsters Unleashed ,93.0
1878,Viy ,107.0
1879,Freddy vs. Jason ,97.0
1880,The Face of an Angel ,101.0
1881,Jimmy Neutron: Boy Genius ,82.0
1882,Cloverfield ,85.0
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,88.0
1884,The Untouchables ,119.0
1885,No Country for Old Men ,122.0
1886,Ride Along ,99.0
1887,Bridget Jones's Diary ,97.0
1888,Chocolat ,121.0
1889,"Legally Blonde 2: Red, White & Blonde ",95.0
1890,Parental Guidance ,105.0
1891,No Strings Attached ,108.0
1892,Tombstone ,134.0
1893,Romeo Must Die ,115.0
1894,The Omen ,107.0
1895,Final Destination 3 ,86.0
1896,The Lucky One ,101.0
1897,Bridge to Terabithia ,96.0
1898,Finding Neverland ,101.0
1899,A Madea Christmas ,100.0
1900,The Grey ,117.0
1901,Hide and Seek ,101.0
1902,Anchorman: The Legend of Ron Burgundy ,98.0
1903,Goodfellas ,146.0
1904,Agent Cody Banks ,102.0
1905,Nanny McPhee ,97.0
1906,Scarface ,142.0
1907,Nothing to Lose ,98.0
1908,The Last Emperor ,219.0
1909,Contraband ,109.0
1910,Money Talks ,97.0
1911,There Will Be Blood ,158.0
1912,The Wild Thornberrys Movie ,85.0
1913,Rugrats Go Wild ,80.0
1914,Undercover Brother ,86.0
1915,The Sisterhood of the Traveling Pants ,119.0
1916,Kiss of the Dragon ,98.0
1917,The House Bunny ,97.0
1918,Beauty Shop ,105.0
1919,Million Dollar Arm ,124.0
1920,The Giver ,97.0
1921,What a Girl Wants ,105.0
1922,Jeepers Creepers II ,104.0
1923,Good Luck Chuck ,101.0
1924,Cradle 2 the Grave ,101.0
1925,The Hours ,114.0
1926,She's the Man ,105.0
1927,Mr. Bean's Holiday ,90.0
1928,Anacondas: The Hunt for the Blood Orchid ,97.0
1929,Blood Ties ,144.0
1930,August Rush ,114.0
1931,Elizabeth ,124.0
1932,Bride of Chucky ,89.0
1933,Tora! Tora! Tora! ,160.0
1934,Spice World ,93.0
1935,The Sitter ,87.0
1936,Dance Flick ,88.0
1937,The Shawshank Redemption ,142.0
1938,Crocodile Dundee in Los Angeles ,92.0
1939,Kingpin ,117.0
1940,The Gambler ,111.0
1941,August: Osage County ,121.0
1942,Ice Princess ,98.0
1943,A Lot Like Love ,107.0
1944,Eddie the Eagle ,106.0
1945,He Got Game ,136.0
1946,Don Juan DeMarco ,97.0
1947,Shaun the Sheep             ,7.0
1948,Dear John ,108.0
1949,The Losers ,97.0
1950,Don't Be Afraid of the Dark ,99.0
1951,War ,103.0
1952,Punch-Drunk Love ,95.0
1953,EuroTrip ,93.0
1954,Half Past Dead ,98.0
1955,Unaccompanied Minors ,90.0
1956,"Bright Lights, Big City ",107.0
1957,The Adventures of Pinocchio ,90.0
1958,The Greatest Game Ever Played ,120.0
1959,The Box ,115.0
1960,The Ruins ,93.0
1961,The Next Best Thing ,99.0
1962,My Soul to Take ,107.0
1963,The Girl Next Door ,110.0
1964,Maximum Risk ,101.0
1965,Stealing Harvard ,85.0
1966,Legend ,132.0
1967,Hot Rod ,88.0
1968,Shark Night 3D ,90.0
1969,Angela's Ashes ,145.0
1970,Draft Day ,110.0
1971,Lifeforce ,101.0
1972,The Powerpuff Girls             ,30.0
1973,The Conspirator ,122.0
1974,Lords of Dogtown ,107.0
1975,The 33 ,127.0
1976,Big Trouble in Little China ,99.0
1977,A Perfect Plan ,104.0
1978,Warrior ,140.0
1979,Michael Collins ,133.0
1980,Gettysburg ,271.0
1981,Stop-Loss ,112.0
1982,Abandon ,99.0
1983,Brokedown Palace ,100.0
1984,The Possession ,92.0
1985,Mrs. Winterbourne ,105.0
1986,Straw Dogs ,110.0
1987,The Hoax ,116.0
1988,Stone Cold ,88.0
1989,The Road ,111.0
1990,Sheena ,117.0
1991,Underclassman ,95.0
1992,Say It Isn't So ,95.0
1993,The World's Fastest Indian ,127.0
1994,Snakes on a Plane ,105.0
1995,Tank Girl ,104.0
1996,King's Ransom ,95.0
1997,Blindness ,121.0
1998,BloodRayne ,92.0
1999,Carnage ,80.0
2000,Where the Truth Lies ,107.0
2001,Cirque du Soleil: Worlds Away ,91.0
2002,Without Limits ,117.0
2003,Me and Orson Welles ,107.0
2004,The Best Offer ,131.0
2005,Bad Lieutenant: Port of Call New Orleans ,122.0
2006,A Turtle's Tale: Sammy's Adventures ,88.0
2007,Little White Lies ,134.0
2008,Love Ranch ,117.0
2009,The True Story of Puss'N Boots ,80.0
2010,Space Dogs ,85.0
2011,The Counselor ,138.0
2012,Ironclad ,121.0
2013,Waterloo ,134.0
2014,Kung Fu Killer ,100.0
2015,Red Sky ,100.0
2016,Dangerous Liaisons ,119.0
2017,On the Road ,137.0
2018,Star Trek IV: The Voyage Home ,119.0
2019,Rocky Balboa ,139.0
2020,Point Break ,114.0
2021,Scream 2 ,120.0
2022,Jane Got a Gun ,98.0
2023,Think Like a Man Too ,106.0
2024,The Whole Nine Yards ,98.0
2025,Footloose ,107.0
2026,Old School ,88.0
2027,The Fisher King ,137.0
2028,I Still Know What You Did Last Summer ,100.0
2029,Return to Me ,115.0
2030,Zack and Miri Make a Porno ,101.0
2031,Nurse Betty ,110.0
2032,The Men Who Stare at Goats ,94.0
2033,Double Take ,88.0
2034,"Girl, Interrupted ",127.0
2035,Win a Date with Tad Hamilton! ,95.0
2036,Muppets from Space ,87.0
2037,The Wiz ,118.0
2038,Ready to Rumble ,107.0
2039,Play It to the Bone ,124.0
2040,I Don't Know How She Does It ,89.0
2041,Piranha 3D ,88.0
2042,Beyond the Sea ,118.0
2043,Meet the Deedles ,93.0
2044,The Princess and the Cobbler ,80.0
2045,The Bridge of San Luis Rey ,120.0
2046,Faster ,98.0
2047,Howl's Moving Castle ,119.0
2048,Zombieland ,88.0
2049,King Kong ,201.0
2050,The Waterboy ,90.0
2051,Star Wars: Episode V - The Empire Strikes Back ,127.0
2052,Bad Boys ,119.0
2053,The Naked Gun 2½: The Smell of Fear ,85.0
2054,Final Destination ,98.0
2055,The Ides of March ,101.0
2056,Pitch Black ,112.0
2057,Someone Like You... ,97.0
2058,Her ,126.0
2059,Eddie the Eagle ,106.0
2060,Joy Ride ,97.0
2061,The Adventurer: The Curse of the Midas Box ,100.0
2062,Anywhere But Here ,114.0
2063,Chasing Liberty ,101.0
2064,The Crew ,88.0
2065,Haywire ,93.0
2066,Jaws: The Revenge ,92.0
2067,Marvin's Room ,98.0
2068,The Longshots ,94.0
2069,The End of the Affair ,102.0
2070,Harley Davidson and the Marlboro Man ,98.0
2071,In the Valley of Elah ,121.0
2072,Coco Before Chanel ,111.0
2073,Forsaken ,90.0
2074,Chéri ,100.0
2075,Rogue             ,50.0
2076,Vanity Fair ,141.0
2077,Bodyguards and Assassins ,139.0
2078,1408 ,114.0
2079,Spaceballs ,96.0
2080,The Water Diviner ,111.0
2081,Ghost ,127.0
2082,There's Something About Mary ,107.0
2083,The Santa Clause ,97.0
2084,The Rookie ,127.0
2085,The Game Plan ,110.0
2086,The Bridges of Madison County ,135.0
2087,The Animal ,84.0
2088,Gandhi ,240.0
2089,The Hundred-Foot Journey ,122.0
2090,The Net ,114.0
2091,I Am Sam ,132.0
2092,Son of God ,170.0
2093,Underworld ,133.0
2094,Derailed ,112.0
2095,The Informant! ,108.0
2096,Shadowlands ,115.0
2097,Deuce Bigalow: European Gigolo ,83.0
2098,Delivery Man ,105.0
2099,Victor Frankenstein ,110.0
2100,Our Kind of Traitor ,108.0
2101,Saving Silverman ,96.0
2102,Diary of a Wimpy Kid: Dog Days ,94.0
2103,Summer of Sam ,142.0
2104,Jay and Silent Bob Strike Back ,104.0
2105,The Island ,136.0
2106,The Glass House ,106.0
2107,"Hail, Caesar! ",106.0
2108,Josie and the Pussycats ,98.0
2109,Homefront ,100.0
2110,The Little Vampire ,95.0
2111,I Heart Huckabees ,107.0
2112,RoboCop 3 ,104.0
2113,Megiddo: The Omega Code 2 ,104.0
2114,Darling Lili ,143.0
2115,Dudley Do-Right ,77.0
2116,The Transporter Refueled ,96.0
2117,The Libertine ,114.0
2118,Black Book ,145.0
2119,Joyeux Noel ,116.0
2120,Hit and Run ,100.0
2121,Mad Money ,104.0
2122,Before I Go to Sleep ,92.0
2123,Sorcerer ,92.0
2124,Stone ,105.0
2125,Molière ,120.0
2126,Out of the Furnace ,116.0
2127,Michael Clayton ,119.0
2128,My Fellow Americans ,101.0
2129,Arlington Road ,117.0
2130,Underdogs ,106.0
2131,To Rome with Love ,112.0
2132,Firefox ,136.0
2133,South Park: Bigger Longer & Uncut ,81.0
2134,Death at a Funeral ,87.0
2135,Teenage Mutant Ninja Turtles III ,96.0
2136,Hardball ,106.0
2137,Silver Linings Playbook ,122.0
2138,Freedom Writers ,123.0
2139,For Colored Girls ,133.0
2140,The Transporter ,92.0
2141,Never Back Down ,110.0
2142,The Rage: Carrie 2 ,104.0
2143,The Bachelor             ,60.0
2144,Away We Go ,98.0
2145,Swing Vote ,120.0
2146,Moonlight Mile ,112.0
2147,Tinker Tailor Soldier Spy ,127.0
2148,Molly ,102.0
2149,The Beaver ,91.0
2150,The Best Little Whorehouse in Texas ,114.0
2151,eXistenZ ,115.0
2152,Raiders of the Lost Ark ,115.0
2153,Home Alone 2: Lost in New York ,120.0
2154,Close Encounters of the Third Kind ,135.0
2155,Pulse ,90.0
2156,Beverly Hills Cop II ,100.0
2157,Bringing Down the House ,105.0
2158,The Silence of the Lambs ,138.0
2159,Wayne's World ,94.0
2160,Jackass 3D ,101.0
2161,Jaws 2 ,131.0
2162,Beverly Hills Chihuahua ,91.0
2163,The Conjuring ,112.0
2164,Are We There Yet? ,95.0
2165,Tammy ,100.0
2166,Disturbia ,105.0
2167,School of Rock ,108.0
2168,Mortal Kombat ,101.0
2169,Wicker Park ,114.0
2170,White Chicks ,109.0
2171,The Descendants ,115.0
2172,Holes ,117.0
2173,The Last Song ,107.0
2174,12 Years a Slave ,134.0
2175,Drumline ,118.0
2176,Why Did I Get Married Too? ,121.0
2177,Edward Scissorhands ,105.0
2178,Me Before You ,110.0
2179,Madea's Witness Protection ,114.0
2180,The French Connection ,104.0
2181,Bad Moms ,100.0
2182,Date Movie ,85.0
2183,Return to Never Land ,72.0
2184,Selma ,128.0
2185,The Jungle Book 2 ,72.0
2186,Boogeyman ,89.0
2187,Premonition ,96.0
2188,The Tigger Movie ,77.0
2189,Orphan ,123.0
2190,Max ,111.0
2191,Meet the Browns             ,30.0
2192,Epic Movie ,93.0
2193,Conan the Barbarian ,129.0
2194,Spotlight ,128.0
2195,Lakeview Terrace ,110.0
2196,The Grudge 2 ,137.0
2197,How Stella Got Her Groove Back ,124.0
2198,Bill & Ted's Bogus Journey ,93.0
2199,Man of the Year ,115.0
2200,The Black Hole ,98.0
2201,The American ,105.0
2202,Selena ,127.0
2203,Vampires Suck ,82.0
2204,Babel ,143.0
2205,This Is Where I Leave You ,103.0
2206,Doubt ,104.0
2207,Team America: World Police ,98.0
2208,Texas Chainsaw 3D ,92.0
2209,Copycat ,123.0
2210,Scary Movie 5 ,88.0
2211,Paint Your Wagon ,158.0
2212,Milk ,128.0
2213,Risen ,107.0
2214,Ghost Ship ,91.0
2215,A Very Harold & Kumar 3D Christmas ,90.0
2216,Wild Things ,115.0
2217,The Stepfather ,101.0
2218,The Debt ,113.0
2219,High Fidelity ,113.0
2220,One Missed Call ,87.0
2221,Eye for an Eye ,101.0
2222,The Bank Job ,111.0
2223,Eternal Sunshine of the Spotless Mind ,108.0
2224,You Again ,105.0
2225,Street Kings ,109.0
2226,The World's End ,109.0
2227,Nancy Drew ,99.0
2228,Daybreakers ,98.0
2229,She's Out of My League ,104.0
2230,Monte Carlo ,109.0
2231,Stay Alive ,75.0
2232,Quigley Down Under ,119.0
2233,Alpha and Omega ,90.0
2234,The Covenant ,97.0
2235,Stick It ,103.0
2236,Shorts ,89.0
2237,To Die For ,106.0
2238,Nerve ,96.0
2239,Appaloosa ,115.0
2240,Vampires ,104.0
2241,Yu-Gi-Oh! Duel Monsters             ,24.0
2242,Psycho ,108.0
2243,My Best Friend's Girl ,112.0
2244,Endless Love ,104.0
2245,Georgia Rule ,113.0
2246,Under the Rainbow ,98.0
2247,Ladyhawke ,121.0
2248,Simon Birch ,114.0
2249,Reign Over Me ,124.0
2250,Into the Wild ,148.0
2251,School for Scoundrels ,108.0
2252,Silent Hill: Revelation 3D ,95.0
2253,From Dusk Till Dawn ,108.0
2254,Pooh's Heffalump Movie ,68.0
2255,Home for the Holidays ,103.0
2256,Kung Fu Hustle ,99.0
2257,Fired Up             ,30.0
2258,The Country Bears ,88.0
2259,The Kite Runner ,128.0
2260,21 Grams ,124.0
2261,Paparazzi ,84.0
2262,Twilight ,122.0
2263,A Guy Thing ,101.0
2264,Loser ,98.0
2265,Capitalism: A Love Story ,105.0
2266,The Greatest Story Ever Told ,225.0
2267,Secret in Their Eyes ,111.0
2268,Disaster Movie ,88.0
2269,Armored ,88.0
2270,The Man Who Knew Too Little ,94.0
2271,What's Your Number? ,117.0
2272,Lockout ,95.0
2273,Envy ,99.0
2274,Crank: High Voltage ,96.0
2275,Bullets Over Broadway ,98.0
2276,One Night with the King ,123.0
2277,The Quiet American ,101.0
2278,The Weather Man ,102.0
2279,Undisputed ,94.0
2280,Ghost Town ,102.0
2281,12 Rounds ,108.0
2282,Let Me In ,116.0
2283,3 Ninjas Kick Back ,93.0
2284,Be Kind Rewind ,102.0
2285,Mrs Henderson Presents ,103.0
2286,Triple 9 ,115.0
2287,Deconstructing Harry ,96.0
2288,Three to Tango ,98.0
2289,Burnt ,101.0
2290,We're No Angels ,106.0
2291,Everyone Says I Love You ,101.0
2292,Death at a Funeral ,87.0
2293,Death Sentence ,111.0
2294,Everybody's Fine ,99.0
2295,Superbabies: Baby Geniuses 2 ,88.0
2296,The Man ,83.0
2297,Code Name: The Cleaner ,91.0
2298,Connie and Carla ,108.0
2299,Sweet Charity ,154.0
2300,Inherent Vice ,148.0
2301,Doogal ,77.0
2302,Battle of the Year ,110.0
2303,Perception             ,42.0
2304,An American Carol ,83.0
2305,Machete Kills ,107.0
2306,Willard ,100.0
2307,Strange Wilderness ,87.0
2308,Topsy-Turvy ,154.0
2309,Little Boy ,106.0
2310,A Dangerous Method ,99.0
2311,A Scanner Darkly ,100.0
2312,Chasing Mavericks ,116.0
2313,Alone in the Dark ,94.0
2314,Bandslam ,111.0
2315,Birth ,100.0
2316,A Most Violent Year ,125.0
2317,Passchendaele ,114.0
2318,Flash of Genius ,119.0
2319,I'm Not There. ,135.0
2320,The Cold Light of Day ,93.0
2321,The Brothers Bloom ,114.0
2322,"Synecdoche, New York ",124.0
2323,Princess Mononoke ,134.0
2324,Bon voyage ,114.0
2325,Can't Stop the Music ,124.0
2326,The Proposition ,104.0
2327,Courage ,118.0
2328,Marci X ,80.0
2329,Equilibrium ,107.0
2330,The Children of Huang Shi ,125.0
2331,The Yards ,115.0
2332,The Oogieloves in the Big Balloon Adventure ,88.0
2333,By the Sea ,122.0
2334,Steamboy ,103.0
2335,The Game of Their Lives ,101.0
2336,All Good Things ,101.0
2337,Rapa Nui ,107.0
2338,CJ7 ,86.0
2339,Les couloirs du temps: Les visiteurs II ,118.0
2340,Dylan Dog: Dead of Night ,107.0
2341,People I Know ,100.0
2342,The Doombolt Chase             ,30.0
2343,The Tempest ,110.0
2344,Regression ,106.0
2345,The Touch ,7.0
2346,Three Kingdoms: Resurrection of the Dragon ,102.0
2347,Shattered ,98.0
2348,Zambezia ,83.0
2349,Ramanujan ,153.0
2350,Dwegons and Leprechauns ,98.0
2351,Hands of Stone ,105.0
2352,Survivor ,96.0
2353,The Frozen Ground ,105.0
2354,The Painted Veil ,125.0
2355,The Baader Meinhof Complex ,184.0
2356,Dances with Wolves ,236.0
2357,Bad Teacher ,97.0
2358,Sea of Love ,113.0
2359,A Cinderella Story ,95.0
2360,Scream ,103.0
2361,Thir13en Ghosts ,91.0
2362,The Shining ,146.0
2363,Back to the Future ,116.0
2364,House on Haunted Hill ,93.0
2365,I Can Do Bad All by Myself ,113.0
2366,Fight Valley ,90.0
2367,The Switch ,101.0
2368,Just Married ,95.0
2369,The Devil's Double ,109.0
2370,"Gone, Baby, Gone             ",43.0
2371,Thomas and the Magic Railroad ,85.0
2372,The Crazies ,101.0
2373,Spirited Away ,125.0
2374,Firestorm ,118.0
2375,The Bounty ,132.0
2376,The Book Thief ,131.0
2377,Sex Drive ,129.0
2378,Leap Year ,100.0
2379,The Fall of the Roman Empire ,172.0
2380,Take Me Home Tonight ,97.0
2381,Won't Back Down ,121.0
2382,The Nutcracker ,92.0
2383,Kansas City ,116.0
2384,Indignation ,110.0
2385,The Amityville Horror ,90.0
2386,Adaptation. ,81.0
2387,Land of the Dead ,97.0
2388,Out of Inferno ,107.0
2389,Fear and Loathing in Las Vegas ,118.0
2390,The Invention of Lying ,100.0
2391,Neighbors ,97.0
2392,The Mask ,114.0
2393,Big ,130.0
2394,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,82.0
2395,Legally Blonde ,96.0
2396,Star Trek III: The Search for Spock ,105.0
2397,The Exorcism of Emily Rose ,122.0
2398,Deuce Bigalow: Male Gigolo ,88.0
2399,Left Behind ,110.0
2400,The Family Stone ,103.0
2401,Barbershop 2: Back in Business ,106.0
2402,Bad Santa ,98.0
2403,Austin Powers: International Man of Mystery ,68.0
2404,My Big Fat Greek Wedding 2 ,94.0
2405,Diary of a Wimpy Kid: Rodrick Rules ,99.0
2406,Predator ,107.0
2407,Amadeus ,180.0
2408,Prom Night ,89.0
2409,Mean Girls ,97.0
2410,Under the Tuscan Sun ,113.0
2411,Gosford Park ,131.0
2412,The O.C.             ,44.0
2413,Peggy Sue Got Married ,103.0
2414,Birdman or (The Unexpected Virtue of Ignorance) ,119.0
2415,Blue Jasmine ,98.0
2416,United 93 ,111.0
2417,Honey ,94.0
2418,Glory ,122.0
2419,Spy Hard ,81.0
2420,The Fog ,89.0
2421,Soul Surfer ,106.0
2422,Catch-22 ,122.0
2423,Observe and Report ,86.0
2424,Conan the Destroyer ,103.0
2425,Raging Bull ,121.0
2426,Love Happens ,109.0
2427,Young Sherlock Holmes ,109.0
2428,Fame ,123.0
2429,127 Hours ,94.0
2430,Small Time Crooks ,94.0
2431,Center Stage ,115.0
2432,Love the Coopers ,107.0
2433,Catch That Kid ,91.0
2434,Life as a House ,125.0
2435,Steve Jobs ,122.0
2436,"I Love You, Beth Cooper ",102.0
2437,Youth in Revolt ,90.0
2438,The Legend of the Lone Ranger ,98.0
2439,The Tailor of Panama ,109.0
2440,Blow Out ,107.0
2441,Getaway ,90.0
2442,The Ice Storm ,112.0
2443,And So It Goes ,94.0
2444,Troop Beverly Hills ,105.0
2445,Being Julia ,104.0
2446,9½ Weeks ,112.0
2447,Dragonslayer ,108.0
2448,The Last Station ,112.0
2449,Ed Wood ,127.0
2450,Labor Day ,111.0
2451,Mongol: The Rise of Genghis Khan ,126.0
2452,RocknRolla ,114.0
2453,Megaforce ,99.0
2454,Hamlet ,150.0
2455,Mao's Last Dancer ,117.0
2456,Midnight Special ,112.0
2457,Anything Else ,108.0
2458,The Railway Man ,116.0
2459,Unforgettable             ,60.0
2460,The White Ribbon ,144.0
2461,Restoration ,92.0
2462,The Wraith ,93.0
2463,The Salton Sea ,103.0
2464,Metallica Through the Never ,93.0
2465,The Informers ,98.0
2466,Carlos             ,334.0
2467,I Come with the Rain ,114.0
2468,One Man's Hero ,121.0
2469,Day of the Dead ,87.0
2470,I Am Wrath ,92.0
2471,Renaissance ,105.0
2472,Forsaken ,90.0
2473,Red Sonja ,89.0
2474,Red Lights ,114.0
2475,Superbad ,119.0
2476,Madea Goes to Jail ,103.0
2477,Wolves ,91.0
2478,Step Up 2: The Streets ,98.0
2479,Hoodwinked! ,80.0
2480,Hotel Rwanda ,121.0
2481,Hitman ,94.0
2482,Black Nativity ,93.0
2483,The Prince ,93.0
2484,City of Ghosts ,116.0
2485,The Others ,101.0
2486,Aliens ,154.0
2487,My Fair Lady ,170.0
2488,I Know What You Did Last Summer ,99.0
2489,Let's Be Cops ,104.0
2490,Sideways ,126.0
2491,Beerfest ,110.0
2492,Halloween ,101.0
2493,Hero ,80.0
2494,Good Boy! ,87.0
2495,The Best Man Holiday ,123.0
2496,Smokin' Aces ,109.0
2497,Saw 3D: The Final Chapter ,90.0
2498,40 Days and 40 Nights ,96.0
2499,TRON: Legacy ,125.0
2500,A Night at the Roxbury ,82.0
2501,Beastly ,86.0
2502,The Hills Have Eyes ,108.0
2503,Dickie Roberts: Former Child Star ,98.0
2504,"McFarland, USA ",129.0
2505,Lottery Ticket ,99.0
2506,ATL ,105.0
2507,Pitch Perfect ,112.0
2508,Summer Catch ,108.0
2509,A Simple Plan ,121.0
2510,They ,89.0
2511,Larry the Cable Guy: Health Inspector ,89.0
2512,The Adventures of Elmo in Grouchland ,73.0
2513,Brooklyn's Finest ,132.0
2514,55 Days at Peking ,154.0
2515,Evil Dead ,96.0
2516,My Life in Ruins ,98.0
2517,American Dreamz ,107.0
2518,Superman IV: The Quest for Peace ,134.0
2519,How She Move ,94.0
2520,Running Scared ,122.0
2521,Bobby Jones: Stroke of Genius ,128.0
2522,Shanghai Surprise ,97.0
2523,The Illusionist ,110.0
2524,Roar ,102.0
2525,Veronica Guerin ,98.0
2526,Escobar: Paradise Lost ,120.0
2527,Southland Tales ,160.0
2528,Dragon Hunters ,80.0
2529,Damnation Alley ,91.0
2530,The Apparition ,83.0
2531,My Girl ,102.0
2532,Fur: An Imaginary Portrait of Diane Arbus ,122.0
2533,The Illusionist ,110.0
2534,Wall Street ,126.0
2535,Sense and Sensibility ,136.0
2536,Becoming Jane ,120.0
2537,Sydney White ,108.0
2538,House of Sand and Fog ,126.0
2539,Dead Poets Society ,128.0
2540,Dumb & Dumber ,113.0
2541,When Harry Met Sally... ,89.0
2542,The Verdict ,129.0
2543,Road Trip ,94.0
2544,Varsity Blues ,106.0
2545,The Artist ,100.0
2546,The Unborn ,89.0
2547,Moonrise Kingdom ,94.0
2548,The Texas Chainsaw Massacre: The Beginning ,83.0
2549,The Young Messiah ,111.0
2550,The Master of Disguise ,80.0
2551,Pan's Labyrinth ,112.0
2552,The Messengers             ,60.0
2553,See Spot Run ,94.0
2554,Baby Boy ,130.0
2555,The Roommate ,91.0
2556,Joe Dirt ,91.0
2557,Double Impact ,110.0
2558,Hot Fuzz ,121.0
2559,The Women ,114.0
2560,Vicky Cristina Barcelona ,96.0
2561,Arn: The Knight Templar ,270.0
2562,Bad Moms ,100.0
2563,Boys and Girls ,94.0
2564,White Oleander ,109.0
2565,Jennifer's Body ,107.0
2566,Drowning Mona ,96.0
2567,Radio Days ,88.0
2568,Left Behind ,110.0
2569,Remember Me ,113.0
2570,How to Deal ,101.0
2571,My Stepmother Is an Alien ,105.0
2572,Philadelphia ,125.0
2573,The Thirteenth Floor ,100.0
2574,The Cookout ,97.0
2575,Meteor ,108.0
2576,Duets ,112.0
2577,Hollywood Ending ,112.0
2578,Detroit Rock City ,95.0
2579,Highlander ,110.0
2580,Things We Lost in the Fire ,118.0
